unique_paragraph_id,participant_id,unique_trial_id,RC,MW,regime
prisoners_dilemma_7.0,s10144,s10144_prisoners_dilemma_7.0,0,1,val_unseen_subject_seen_item
prisoners_dilemma_7.0,s10177,s10177_prisoners_dilemma_7.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_7.0,s10183,s10183_prisoners_dilemma_7.0,0,1,val_unseen_subject_seen_item
prisoners_dilemma_7.0,s10186,s10186_prisoners_dilemma_7.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_7.0,s10188,s10188_prisoners_dilemma_7.0,0,1,val_unseen_subject_seen_item
prisoners_dilemma_7.0,s10200,s10200_prisoners_dilemma_7.0,1,0,val_unseen_subject_seen_item
serena_williams_0.0,s10084,s10084_serena_williams_0.0,0,1,val_unseen_subject_seen_item
serena_williams_0.0,s10089,s10089_serena_williams_0.0,1,0,val_unseen_subject_seen_item
serena_williams_0.0,s10121,s10121_serena_williams_0.0,1,0,val_unseen_subject_seen_item
serena_williams_0.0,s10138,s10138_serena_williams_0.0,1,1,val_unseen_subject_seen_item
serena_williams_0.0,s10141,s10141_serena_williams_0.0,1,1,val_unseen_subject_seen_item
serena_williams_0.0,s10144,s10144_serena_williams_0.0,1,0,val_unseen_subject_seen_item
serena_williams_0.0,s10177,s10177_serena_williams_0.0,0,0,val_unseen_subject_seen_item
serena_williams_0.0,s10183,s10183_serena_williams_0.0,1,1,val_unseen_subject_seen_item
serena_williams_0.0,s10186,s10186_serena_williams_0.0,0,0,val_unseen_subject_seen_item
serena_williams_0.0,s10188,s10188_serena_williams_0.0,0,1,val_unseen_subject_seen_item
serena_williams_0.0,s10200,s10200_serena_williams_0.0,1,1,val_unseen_subject_seen_item
serena_williams_1.0,s10084,s10084_serena_williams_1.0,1,1,val_unseen_subject_seen_item
serena_williams_1.0,s10089,s10089_serena_williams_1.0,0,1,val_unseen_subject_seen_item
serena_williams_1.0,s10121,s10121_serena_williams_1.0,0,1,val_unseen_subject_seen_item
serena_williams_1.0,s10138,s10138_serena_williams_1.0,0,0,val_unseen_subject_seen_item
serena_williams_1.0,s10141,s10141_serena_williams_1.0,0,0,val_unseen_subject_seen_item
serena_williams_1.0,s10144,s10144_serena_williams_1.0,1,0,val_unseen_subject_seen_item
serena_williams_1.0,s10177,s10177_serena_williams_1.0,0,0,val_unseen_subject_seen_item
serena_williams_1.0,s10183,s10183_serena_williams_1.0,1,0,val_unseen_subject_seen_item
serena_williams_1.0,s10186,s10186_serena_williams_1.0,1,1,val_unseen_subject_seen_item
serena_williams_1.0,s10188,s10188_serena_williams_1.0,0,1,val_unseen_subject_seen_item
serena_williams_1.0,s10200,s10200_serena_williams_1.0,1,0,val_unseen_subject_seen_item
serena_williams_2.0,s10084,s10084_serena_williams_2.0,0,1,val_unseen_subject_seen_item
serena_williams_2.0,s10089,s10089_serena_williams_2.0,1,0,val_unseen_subject_seen_item
serena_williams_2.0,s10121,s10121_serena_williams_2.0,1,0,val_unseen_subject_seen_item
serena_williams_2.0,s10138,s10138_serena_williams_2.0,1,0,val_unseen_subject_seen_item
serena_williams_2.0,s10141,s10141_serena_williams_2.0,1,0,val_unseen_subject_seen_item
serena_williams_2.0,s10144,s10144_serena_williams_2.0,1,0,val_unseen_subject_seen_item
serena_williams_2.0,s10177,s10177_serena_williams_2.0,1,0,val_unseen_subject_seen_item
serena_williams_2.0,s10183,s10183_serena_williams_2.0,1,0,val_unseen_subject_seen_item
serena_williams_2.0,s10186,s10186_serena_williams_2.0,0,1,val_unseen_subject_seen_item
serena_williams_2.0,s10188,s10188_serena_williams_2.0,1,0,val_unseen_subject_seen_item
serena_williams_2.0,s10200,s10200_serena_williams_2.0,1,1,val_unseen_subject_seen_item
serena_williams_5.0,s10084,s10084_serena_williams_5.0,1,0,val_unseen_subject_seen_item
serena_williams_5.0,s10089,s10089_serena_williams_5.0,0,1,val_unseen_subject_seen_item
serena_williams_5.0,s10121,s10121_serena_williams_5.0,0,1,val_unseen_subject_seen_item
serena_williams_5.0,s10138,s10138_serena_williams_5.0,1,0,val_unseen_subject_seen_item
serena_williams_5.0,s10141,s10141_serena_williams_5.0,0,0,val_unseen_subject_seen_item
serena_williams_5.0,s10144,s10144_serena_williams_5.0,0,1,val_unseen_subject_seen_item
serena_williams_5.0,s10177,s10177_serena_williams_5.0,0,1,val_unseen_subject_seen_item
serena_williams_5.0,s10183,s10183_serena_williams_5.0,0,0,val_unseen_subject_seen_item
serena_williams_5.0,s10186,s10186_serena_williams_5.0,0,0,val_unseen_subject_seen_item
serena_williams_5.0,s10188,s10188_serena_williams_5.0,1,1,val_unseen_subject_seen_item
serena_williams_5.0,s10200,s10200_serena_williams_5.0,1,0,val_unseen_subject_seen_item
serena_williams_6.0,s10084,s10084_serena_williams_6.0,0,1,val_unseen_subject_seen_item
serena_williams_6.0,s10089,s10089_serena_williams_6.0,0,1,val_unseen_subject_seen_item
serena_williams_6.0,s10121,s10121_serena_williams_6.0,0,0,val_unseen_subject_seen_item
serena_williams_6.0,s10138,s10138_serena_williams_6.0,0,1,val_unseen_subject_seen_item
serena_williams_6.0,s10141,s10141_serena_williams_6.0,0,0,val_unseen_subject_seen_item
serena_williams_6.0,s10144,s10144_serena_williams_6.0,0,0,val_unseen_subject_seen_item
serena_williams_6.0,s10177,s10177_serena_williams_6.0,1,0,val_unseen_subject_seen_item
serena_williams_6.0,s10183,s10183_serena_williams_6.0,0,0,val_unseen_subject_seen_item
serena_williams_6.0,s10186,s10186_serena_williams_6.0,0,0,val_unseen_subject_seen_item
serena_williams_6.0,s10188,s10188_serena_williams_6.0,0,1,val_unseen_subject_seen_item
serena_williams_6.0,s10200,s10200_serena_williams_6.0,1,0,val_unseen_subject_seen_item
serena_williams_7.0,s10084,s10084_serena_williams_7.0,0,1,val_unseen_subject_seen_item
serena_williams_7.0,s10089,s10089_serena_williams_7.0,1,1,val_unseen_subject_seen_item
serena_williams_7.0,s10121,s10121_serena_williams_7.0,1,0,val_unseen_subject_seen_item
serena_williams_7.0,s10138,s10138_serena_williams_7.0,1,0,val_unseen_subject_seen_item
serena_williams_7.0,s10141,s10141_serena_williams_7.0,1,1,val_unseen_subject_seen_item
serena_williams_7.0,s10144,s10144_serena_williams_7.0,1,0,val_unseen_subject_seen_item
serena_williams_7.0,s10177,s10177_serena_williams_7.0,1,0,val_unseen_subject_seen_item
serena_williams_7.0,s10183,s10183_serena_williams_7.0,1,1,val_unseen_subject_seen_item
serena_williams_7.0,s10186,s10186_serena_williams_7.0,1,0,val_unseen_subject_seen_item
serena_williams_7.0,s10188,s10188_serena_williams_7.0,0,1,val_unseen_subject_seen_item
serena_williams_7.0,s10200,s10200_serena_williams_7.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_0.0,s10084,s10084_the_voynich_manuscript_0.0,0,0,val_unseen_subject_seen_item
the_voynich_manuscript_0.0,s10089,s10089_the_voynich_manuscript_0.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_0.0,s10121,s10121_the_voynich_manuscript_0.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_0.0,s10138,s10138_the_voynich_manuscript_0.0,0,1,val_unseen_subject_seen_item
the_voynich_manuscript_0.0,s10141,s10141_the_voynich_manuscript_0.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_0.0,s10144,s10144_the_voynich_manuscript_0.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_0.0,s10177,s10177_the_voynich_manuscript_0.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_0.0,s10183,s10183_the_voynich_manuscript_0.0,0,0,val_unseen_subject_seen_item
the_voynich_manuscript_0.0,s10186,s10186_the_voynich_manuscript_0.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_0.0,s10188,s10188_the_voynich_manuscript_0.0,0,1,val_unseen_subject_seen_item
the_voynich_manuscript_0.0,s10200,s10200_the_voynich_manuscript_0.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_1.0,s10084,s10084_the_voynich_manuscript_1.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_1.0,s10089,s10089_the_voynich_manuscript_1.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_1.0,s10121,s10121_the_voynich_manuscript_1.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_1.0,s10138,s10138_the_voynich_manuscript_1.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_1.0,s10141,s10141_the_voynich_manuscript_1.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_1.0,s10144,s10144_the_voynich_manuscript_1.0,0,0,val_unseen_subject_seen_item
the_voynich_manuscript_1.0,s10177,s10177_the_voynich_manuscript_1.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_1.0,s10183,s10183_the_voynich_manuscript_1.0,0,1,val_unseen_subject_seen_item
the_voynich_manuscript_1.0,s10186,s10186_the_voynich_manuscript_1.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_1.0,s10188,s10188_the_voynich_manuscript_1.0,0,1,val_unseen_subject_seen_item
the_voynich_manuscript_1.0,s10200,s10200_the_voynich_manuscript_1.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_4.0,s10084,s10084_the_voynich_manuscript_4.0,0,1,val_unseen_subject_seen_item
the_voynich_manuscript_4.0,s10089,s10089_the_voynich_manuscript_4.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_4.0,s10121,s10121_the_voynich_manuscript_4.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_4.0,s10138,s10138_the_voynich_manuscript_4.0,0,0,val_unseen_subject_seen_item
the_voynich_manuscript_4.0,s10141,s10141_the_voynich_manuscript_4.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_4.0,s10144,s10144_the_voynich_manuscript_4.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_4.0,s10177,s10177_the_voynich_manuscript_4.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_4.0,s10183,s10183_the_voynich_manuscript_4.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_4.0,s10186,s10186_the_voynich_manuscript_4.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_4.0,s10188,s10188_the_voynich_manuscript_4.0,0,1,val_unseen_subject_seen_item
the_voynich_manuscript_4.0,s10200,s10200_the_voynich_manuscript_4.0,0,0,val_unseen_subject_seen_item
the_voynich_manuscript_5.0,s10084,s10084_the_voynich_manuscript_5.0,0,1,val_unseen_subject_seen_item
the_voynich_manuscript_5.0,s10089,s10089_the_voynich_manuscript_5.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_5.0,s10121,s10121_the_voynich_manuscript_5.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_5.0,s10138,s10138_the_voynich_manuscript_5.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_5.0,s10141,s10141_the_voynich_manuscript_5.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_5.0,s10144,s10144_the_voynich_manuscript_5.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_5.0,s10177,s10177_the_voynich_manuscript_5.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_5.0,s10183,s10183_the_voynich_manuscript_5.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_5.0,s10186,s10186_the_voynich_manuscript_5.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_5.0,s10188,s10188_the_voynich_manuscript_5.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_5.0,s10200,s10200_the_voynich_manuscript_5.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_7.0,s10084,s10084_the_voynich_manuscript_7.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_7.0,s10089,s10089_the_voynich_manuscript_7.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_7.0,s10121,s10121_the_voynich_manuscript_7.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_7.0,s10138,s10138_the_voynich_manuscript_7.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_7.0,s10141,s10141_the_voynich_manuscript_7.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_7.0,s10144,s10144_the_voynich_manuscript_7.0,1,0,val_unseen_subject_seen_item
the_voynich_manuscript_7.0,s10177,s10177_the_voynich_manuscript_7.0,0,0,val_unseen_subject_seen_item
the_voynich_manuscript_7.0,s10183,s10183_the_voynich_manuscript_7.0,0,1,val_unseen_subject_seen_item
the_voynich_manuscript_7.0,s10186,s10186_the_voynich_manuscript_7.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_7.0,s10188,s10188_the_voynich_manuscript_7.0,1,1,val_unseen_subject_seen_item
the_voynich_manuscript_7.0,s10200,s10200_the_voynich_manuscript_7.0,1,1,val_unseen_subject_seen_item
history_of_film_2.0,s10084,s10084_history_of_film_2.0,1,1,val_unseen_subject_unseen_item
history_of_film_2.0,s10089,s10089_history_of_film_2.0,1,1,val_unseen_subject_unseen_item
history_of_film_2.0,s10121,s10121_history_of_film_2.0,1,0,val_unseen_subject_unseen_item
history_of_film_2.0,s10138,s10138_history_of_film_2.0,0,1,val_unseen_subject_unseen_item
history_of_film_2.0,s10141,s10141_history_of_film_2.0,1,0,val_unseen_subject_unseen_item
history_of_film_2.0,s10144,s10144_history_of_film_2.0,1,0,val_unseen_subject_unseen_item
history_of_film_2.0,s10177,s10177_history_of_film_2.0,0,1,val_unseen_subject_unseen_item
history_of_film_2.0,s10183,s10183_history_of_film_2.0,1,1,val_unseen_subject_unseen_item
history_of_film_2.0,s10186,s10186_history_of_film_2.0,0,0,val_unseen_subject_unseen_item
history_of_film_2.0,s10188,s10188_history_of_film_2.0,0,1,val_unseen_subject_unseen_item
history_of_film_2.0,s10200,s10200_history_of_film_2.0,0,1,val_unseen_subject_unseen_item
history_of_film_4.0,s10084,s10084_history_of_film_4.0,0,0,val_unseen_subject_unseen_item
history_of_film_4.0,s10089,s10089_history_of_film_4.0,0,0,val_unseen_subject_unseen_item
history_of_film_4.0,s10121,s10121_history_of_film_4.0,1,0,val_unseen_subject_unseen_item
history_of_film_4.0,s10138,s10138_history_of_film_4.0,1,1,val_unseen_subject_unseen_item
history_of_film_4.0,s10141,s10141_history_of_film_4.0,0,0,val_unseen_subject_unseen_item
history_of_film_4.0,s10144,s10144_history_of_film_4.0,1,0,val_unseen_subject_unseen_item
history_of_film_4.0,s10177,s10177_history_of_film_4.0,0,1,val_unseen_subject_unseen_item
history_of_film_4.0,s10183,s10183_history_of_film_4.0,0,0,val_unseen_subject_unseen_item
history_of_film_4.0,s10186,s10186_history_of_film_4.0,0,0,val_unseen_subject_unseen_item
history_of_film_4.0,s10188,s10188_history_of_film_4.0,0,1,val_unseen_subject_unseen_item
history_of_film_4.0,s10200,s10200_history_of_film_4.0,1,1,val_unseen_subject_unseen_item
history_of_film_5.0,s10084,s10084_history_of_film_5.0,0,0,val_unseen_subject_unseen_item
history_of_film_5.0,s10089,s10089_history_of_film_5.0,0,1,val_unseen_subject_unseen_item
history_of_film_5.0,s10121,s10121_history_of_film_5.0,0,0,val_unseen_subject_unseen_item
history_of_film_5.0,s10138,s10138_history_of_film_5.0,0,1,val_unseen_subject_unseen_item
history_of_film_5.0,s10141,s10141_history_of_film_5.0,0,0,val_unseen_subject_unseen_item
history_of_film_5.0,s10144,s10144_history_of_film_5.0,0,0,val_unseen_subject_unseen_item
history_of_film_5.0,s10177,s10177_history_of_film_5.0,1,0,val_unseen_subject_unseen_item
history_of_film_5.0,s10183,s10183_history_of_film_5.0,1,1,val_unseen_subject_unseen_item
history_of_film_5.0,s10186,s10186_history_of_film_5.0,0,1,val_unseen_subject_unseen_item
history_of_film_5.0,s10188,s10188_history_of_film_5.0,0,1,val_unseen_subject_unseen_item
history_of_film_5.0,s10200,s10200_history_of_film_5.0,1,1,val_unseen_subject_unseen_item
pluto_2.0,s10084,s10084_pluto_2.0,0,1,val_unseen_subject_unseen_item
pluto_2.0,s10089,s10089_pluto_2.0,0,0,val_unseen_subject_unseen_item
pluto_2.0,s10121,s10121_pluto_2.0,0,1,val_unseen_subject_unseen_item
pluto_2.0,s10138,s10138_pluto_2.0,1,1,val_unseen_subject_unseen_item
pluto_2.0,s10141,s10141_pluto_2.0,1,0,val_unseen_subject_unseen_item
pluto_2.0,s10144,s10144_pluto_2.0,1,0,val_unseen_subject_unseen_item
pluto_2.0,s10177,s10177_pluto_2.0,1,1,val_unseen_subject_unseen_item
pluto_2.0,s10183,s10183_pluto_2.0,1,0,val_unseen_subject_unseen_item
pluto_2.0,s10186,s10186_pluto_2.0,1,0,val_unseen_subject_unseen_item
pluto_2.0,s10188,s10188_pluto_2.0,0,0,val_unseen_subject_unseen_item
pluto_2.0,s10200,s10200_pluto_2.0,1,0,val_unseen_subject_unseen_item
pluto_3.0,s10084,s10084_pluto_3.0,1,0,val_unseen_subject_unseen_item
pluto_3.0,s10089,s10089_pluto_3.0,1,0,val_unseen_subject_unseen_item
pluto_3.0,s10121,s10121_pluto_3.0,0,0,val_unseen_subject_unseen_item
pluto_3.0,s10138,s10138_pluto_3.0,0,1,val_unseen_subject_unseen_item
pluto_3.0,s10141,s10141_pluto_3.0,1,0,val_unseen_subject_unseen_item
pluto_3.0,s10144,s10144_pluto_3.0,1,0,val_unseen_subject_unseen_item
pluto_3.0,s10177,s10177_pluto_3.0,1,0,val_unseen_subject_unseen_item
pluto_3.0,s10183,s10183_pluto_3.0,1,0,val_unseen_subject_unseen_item
pluto_3.0,s10186,s10186_pluto_3.0,1,0,val_unseen_subject_unseen_item
pluto_3.0,s10188,s10188_pluto_3.0,1,0,val_unseen_subject_unseen_item
pluto_3.0,s10200,s10200_pluto_3.0,0,1,val_unseen_subject_unseen_item
pluto_8.0,s10084,s10084_pluto_8.0,1,0,val_unseen_subject_unseen_item
pluto_8.0,s10089,s10089_pluto_8.0,1,0,val_unseen_subject_unseen_item
pluto_8.0,s10121,s10121_pluto_8.0,1,0,val_unseen_subject_unseen_item
pluto_8.0,s10138,s10138_pluto_8.0,1,0,val_unseen_subject_unseen_item
pluto_8.0,s10141,s10141_pluto_8.0,1,0,val_unseen_subject_unseen_item
pluto_8.0,s10144,s10144_pluto_8.0,1,0,val_unseen_subject_unseen_item
pluto_8.0,s10177,s10177_pluto_8.0,1,0,val_unseen_subject_unseen_item
pluto_8.0,s10183,s10183_pluto_8.0,1,0,val_unseen_subject_unseen_item
pluto_8.0,s10186,s10186_pluto_8.0,1,0,val_unseen_subject_unseen_item
pluto_8.0,s10188,s10188_pluto_8.0,1,0,val_unseen_subject_unseen_item
pluto_8.0,s10200,s10200_pluto_8.0,1,1,val_unseen_subject_unseen_item
prisoners_dilemma_2.0,s10084,s10084_prisoners_dilemma_2.0,1,0,val_unseen_subject_unseen_item
prisoners_dilemma_2.0,s10089,s10089_prisoners_dilemma_2.0,0,0,val_unseen_subject_unseen_item
prisoners_dilemma_2.0,s10121,s10121_prisoners_dilemma_2.0,0,1,val_unseen_subject_unseen_item
prisoners_dilemma_2.0,s10138,s10138_prisoners_dilemma_2.0,0,1,val_unseen_subject_unseen_item
prisoners_dilemma_2.0,s10141,s10141_prisoners_dilemma_2.0,1,1,val_unseen_subject_unseen_item
prisoners_dilemma_2.0,s10144,s10144_prisoners_dilemma_2.0,1,1,val_unseen_subject_unseen_item
prisoners_dilemma_2.0,s10177,s10177_prisoners_dilemma_2.0,1,0,val_unseen_subject_unseen_item
prisoners_dilemma_2.0,s10183,s10183_prisoners_dilemma_2.0,0,0,val_unseen_subject_unseen_item
prisoners_dilemma_2.0,s10186,s10186_prisoners_dilemma_2.0,1,0,val_unseen_subject_unseen_item
prisoners_dilemma_2.0,s10188,s10188_prisoners_dilemma_2.0,0,0,val_unseen_subject_unseen_item
prisoners_dilemma_2.0,s10200,s10200_prisoners_dilemma_2.0,1,1,val_unseen_subject_unseen_item
prisoners_dilemma_3.0,s10084,s10084_prisoners_dilemma_3.0,1,0,val_unseen_subject_unseen_item
prisoners_dilemma_3.0,s10089,s10089_prisoners_dilemma_3.0,0,0,val_unseen_subject_unseen_item
prisoners_dilemma_3.0,s10121,s10121_prisoners_dilemma_3.0,0,0,val_unseen_subject_unseen_item
prisoners_dilemma_3.0,s10138,s10138_prisoners_dilemma_3.0,1,1,val_unseen_subject_unseen_item
prisoners_dilemma_3.0,s10141,s10141_prisoners_dilemma_3.0,1,1,val_unseen_subject_unseen_item
prisoners_dilemma_3.0,s10144,s10144_prisoners_dilemma_3.0,0,0,val_unseen_subject_unseen_item
prisoners_dilemma_3.0,s10177,s10177_prisoners_dilemma_3.0,1,0,val_unseen_subject_unseen_item
prisoners_dilemma_3.0,s10183,s10183_prisoners_dilemma_3.0,0,0,val_unseen_subject_unseen_item
prisoners_dilemma_3.0,s10186,s10186_prisoners_dilemma_3.0,1,0,val_unseen_subject_unseen_item
prisoners_dilemma_3.0,s10188,s10188_prisoners_dilemma_3.0,0,0,val_unseen_subject_unseen_item
prisoners_dilemma_3.0,s10200,s10200_prisoners_dilemma_3.0,1,0,val_unseen_subject_unseen_item
prisoners_dilemma_9.0,s10084,s10084_prisoners_dilemma_9.0,0,0,val_unseen_subject_unseen_item
prisoners_dilemma_9.0,s10089,s10089_prisoners_dilemma_9.0,1,0,val_unseen_subject_unseen_item
prisoners_dilemma_9.0,s10121,s10121_prisoners_dilemma_9.0,0,1,val_unseen_subject_unseen_item
prisoners_dilemma_9.0,s10138,s10138_prisoners_dilemma_9.0,0,0,val_unseen_subject_unseen_item
prisoners_dilemma_9.0,s10141,s10141_prisoners_dilemma_9.0,0,1,val_unseen_subject_unseen_item
prisoners_dilemma_9.0,s10144,s10144_prisoners_dilemma_9.0,1,1,val_unseen_subject_unseen_item
prisoners_dilemma_9.0,s10177,s10177_prisoners_dilemma_9.0,1,0,val_unseen_subject_unseen_item
prisoners_dilemma_9.0,s10183,s10183_prisoners_dilemma_9.0,1,0,val_unseen_subject_unseen_item
prisoners_dilemma_9.0,s10186,s10186_prisoners_dilemma_9.0,1,1,val_unseen_subject_unseen_item
prisoners_dilemma_9.0,s10188,s10188_prisoners_dilemma_9.0,1,0,val_unseen_subject_unseen_item
prisoners_dilemma_9.0,s10200,s10200_prisoners_dilemma_9.0,1,1,val_unseen_subject_unseen_item
serena_williams_4.0,s10084,s10084_serena_williams_4.0,1,0,val_unseen_subject_unseen_item
serena_williams_4.0,s10089,s10089_serena_williams_4.0,0,0,val_unseen_subject_unseen_item
serena_williams_4.0,s10121,s10121_serena_williams_4.0,0,0,val_unseen_subject_unseen_item
serena_williams_4.0,s10138,s10138_serena_williams_4.0,1,1,val_unseen_subject_unseen_item
serena_williams_4.0,s10141,s10141_serena_williams_4.0,1,0,val_unseen_subject_unseen_item
serena_williams_4.0,s10144,s10144_serena_williams_4.0,1,0,val_unseen_subject_unseen_item
serena_williams_4.0,s10177,s10177_serena_williams_4.0,1,1,val_unseen_subject_unseen_item
serena_williams_4.0,s10183,s10183_serena_williams_4.0,1,1,val_unseen_subject_unseen_item
serena_williams_4.0,s10186,s10186_serena_williams_4.0,1,1,val_unseen_subject_unseen_item
serena_williams_4.0,s10188,s10188_serena_williams_4.0,1,1,val_unseen_subject_unseen_item
serena_williams_4.0,s10200,s10200_serena_williams_4.0,1,0,val_unseen_subject_unseen_item
serena_williams_8.0,s10084,s10084_serena_williams_8.0,1,1,val_unseen_subject_unseen_item
serena_williams_8.0,s10089,s10089_serena_williams_8.0,1,0,val_unseen_subject_unseen_item
serena_williams_8.0,s10121,s10121_serena_williams_8.0,1,0,val_unseen_subject_unseen_item
serena_williams_8.0,s10138,s10138_serena_williams_8.0,1,0,val_unseen_subject_unseen_item
serena_williams_8.0,s10141,s10141_serena_williams_8.0,1,0,val_unseen_subject_unseen_item
serena_williams_8.0,s10144,s10144_serena_williams_8.0,0,0,val_unseen_subject_unseen_item
serena_williams_8.0,s10177,s10177_serena_williams_8.0,1,1,val_unseen_subject_unseen_item
serena_williams_8.0,s10183,s10183_serena_williams_8.0,0,0,val_unseen_subject_unseen_item
serena_williams_8.0,s10186,s10186_serena_williams_8.0,1,1,val_unseen_subject_unseen_item
serena_williams_8.0,s10188,s10188_serena_williams_8.0,1,0,val_unseen_subject_unseen_item
serena_williams_8.0,s10200,s10200_serena_williams_8.0,1,0,val_unseen_subject_unseen_item
the_voynich_manuscript_8.0,s10084,s10084_the_voynich_manuscript_8.0,0,0,val_unseen_subject_unseen_item
the_voynich_manuscript_8.0,s10089,s10089_the_voynich_manuscript_8.0,1,0,val_unseen_subject_unseen_item
the_voynich_manuscript_8.0,s10121,s10121_the_voynich_manuscript_8.0,0,0,val_unseen_subject_unseen_item
the_voynich_manuscript_8.0,s10138,s10138_the_voynich_manuscript_8.0,0,1,val_unseen_subject_unseen_item
the_voynich_manuscript_8.0,s10141,s10141_the_voynich_manuscript_8.0,1,0,val_unseen_subject_unseen_item
the_voynich_manuscript_8.0,s10144,s10144_the_voynich_manuscript_8.0,1,0,val_unseen_subject_unseen_item
the_voynich_manuscript_8.0,s10177,s10177_the_voynich_manuscript_8.0,1,1,val_unseen_subject_unseen_item
the_voynich_manuscript_8.0,s10183,s10183_the_voynich_manuscript_8.0,1,0,val_unseen_subject_unseen_item
the_voynich_manuscript_8.0,s10186,s10186_the_voynich_manuscript_8.0,1,1,val_unseen_subject_unseen_item
the_voynich_manuscript_8.0,s10188,s10188_the_voynich_manuscript_8.0,0,1,val_unseen_subject_unseen_item
the_voynich_manuscript_8.0,s10200,s10200_the_voynich_manuscript_8.0,1,0,val_unseen_subject_unseen_item
the_voynich_manuscript_9.0,s10084,s10084_the_voynich_manuscript_9.0,0,1,val_unseen_subject_unseen_item
the_voynich_manuscript_9.0,s10089,s10089_the_voynich_manuscript_9.0,1,1,val_unseen_subject_unseen_item
the_voynich_manuscript_9.0,s10121,s10121_the_voynich_manuscript_9.0,0,1,val_unseen_subject_unseen_item
the_voynich_manuscript_9.0,s10138,s10138_the_voynich_manuscript_9.0,0,1,val_unseen_subject_unseen_item
the_voynich_manuscript_9.0,s10141,s10141_the_voynich_manuscript_9.0,1,1,val_unseen_subject_unseen_item
the_voynich_manuscript_9.0,s10144,s10144_the_voynich_manuscript_9.0,1,0,val_unseen_subject_unseen_item
the_voynich_manuscript_9.0,s10177,s10177_the_voynich_manuscript_9.0,0,1,val_unseen_subject_unseen_item
the_voynich_manuscript_9.0,s10183,s10183_the_voynich_manuscript_9.0,1,0,val_unseen_subject_unseen_item
the_voynich_manuscript_9.0,s10186,s10186_the_voynich_manuscript_9.0,0,0,val_unseen_subject_unseen_item
the_voynich_manuscript_9.0,s10188,s10188_the_voynich_manuscript_9.0,0,0,val_unseen_subject_unseen_item
the_voynich_manuscript_9.0,s10200,s10200_the_voynich_manuscript_9.0,1,1,val_unseen_subject_unseen_item
history_of_film_0.0,s10014,s10014_history_of_film_0.0,1,1,test_seen_subject_unseen_item
history_of_film_0.0,s10052,s10052_history_of_film_0.0,1,1,test_seen_subject_unseen_item
history_of_film_0.0,s10059,s10059_history_of_film_0.0,1,1,test_seen_subject_unseen_item
history_of_film_0.0,s10073,s10073_history_of_film_0.0,0,1,test_seen_subject_unseen_item
history_of_film_0.0,s10084,s10084_history_of_film_0.0,1,0,test_seen_subject_unseen_item
history_of_film_0.0,s10089,s10089_history_of_film_0.0,0,0,test_seen_subject_unseen_item
history_of_film_0.0,s10094,s10094_history_of_film_0.0,1,0,test_seen_subject_unseen_item
history_of_film_0.0,s10100,s10100_history_of_film_0.0,1,0,test_seen_subject_unseen_item
history_of_film_0.0,s10103,s10103_history_of_film_0.0,1,0,test_seen_subject_unseen_item
